home 
158.6044,280.0877,-52.2666
159.1408,279.9063,-52.0577
159.5168,280.1247,-51.5291
159.5168,280.1247,-51.5291
159.5168,280.1247,-51.5291
160.7881,279.6577,-52.0594
160.6810,280.0423,-52.0238
160.2968,280.7053,-52.1679
159.6911,281.2311,-51.9761
158.8880,280.7141,-52.1968
159.0358,280.2918,-52.2455
157.9419,279.3340,-52.5378
157.9419,279.3340,-52.5378
157.9577,278.3870,-52.5622

dumbie 16
163.6724,280.8113,-56.5789
164.1579,281.0654,-56.0426
164.1637,280.8343,-55.9738

conn 4 needle 17
154.6987,281.7399,-51.5996
155.3899,281.3146,-51.8273
155.3899,281.3146,-51.8273
157.1765,280.5484,-51.6700
157.6067,281.4595,-51.8418
157.7294,282.2174,-51.5495
157.5426,282.9210,-51.5241
156.7247,284.0304,-51.4927
156.6394,284.3474,-51.7534
155.5162,283.8639,-52.0515
154.8991,284.4916,-51.8160
153.9424,283.6494,-52.3694
154.0467,282.4881,-52.3356
153.1238,281.4736,-52.5048
154.4260,279.8625,-52.4315
156.2171,279.5885,-52.4050
156.2171,279.5885,-52.4050
157.0931,280.9349,-51.8344
157.6285,281.5773,-51.6539
157.6969,282.2128,-51.5117
157.0591,282.9103,-51.7114
156.6191,283.3698,-51.4958
155.8840,283.8761,-51.9845
154.2588,284.1172,-51.9441
154.2588,284.1172,-51.9441
153.3295,282.6121,-52.6626
154.6289,280.8177,-52.1929
154.7023,280.9897,-51.9889
154.7023,280.9897,-51.9889
155.2796,282.0928,-52.1206

dumbie 17
154.9738,282.9217,-59.2572
155.3029,282.8788,-59.4161
155.7174,283.0619,-58.9245
155.6011,283.3137,-59.0789

sock
yl gy
177.3687,228.5354,-65.1674
176.8885,227.8168,-65.3467
177.7114,226.8348,-63.7486
176.2495,229.1603,-64.3650
176.8827,229.5932,-64.4204
176.1414,228.9807,-64.3702
176.1716,228.9332,-64.1760

rd bu
191.5714,229.4060,-63.9151
191.8661,229.5800,-63.6539
191.7446,229.7561,-63.5653
191.6600,229.8209,-63.3728

rd yl rd
206.8080,235.9044,-67.1144
206.6623,236.0470,-67.2926
207.0455,236.3839,-67.2331
207.0972,236.0865,-67.1688
207.0972,236.0865,-67.1688

k wh
195.3801,244.8816,-62.7536
195.1945,245.2618,-62.8054
195.2861,244.9822,-62.8549

rd or wh
196.8027,257.1242,-61.7944
197.1121,256.9869,-61.7119
196.5791,256.9203,-62.0334
197.4046,257.4863,-61.9252
197.7630,257.3722,-61.9398

rd or
178.1402,249.0866,-58.1044
178.5939,249.2653,-57.9863
178.3029,248.8645,-58.0304
178.4456,249.1402,-57.9372

yl gn
167.5855,249.3679,-62.0942
168.1591,249.3695,-62.0869
168.5009,249.4681,-61.8607

gn gn
162.4909,242.3380,-67.3379
162.4340,242.1053,-67.6115
162.7191,241.9490,-67.6048
163.1902,242.6327,-67.0239
162.3655,242.6593,-67.0985

or rd
157.0025,262.3101,-61.7474
157.2655,262.0897,-61.7291
157.0272,261.8705,-61.4436
157.1120,262.0612,-61.2296

or br
157.6948,269.1814,-62.0314
158.0939,269.1681,-61.7841
158.1992,269.2275,-61.7695
158.1898,269.0109,-61.8269

br bu
170.9173,262.0800,-59.1951
171.3143,261.9979,-59.2955
171.5152,261.8665,-59.2955
171.5930,262.3401,-59.5155
170.9740,262.6160,-59.6415

rd or vi
178.4282,265.9235,-61.4088
178.3385,265.8113,-61.3094
178.3017,265.6728,-61.4053
177.9871,265.5768,-61.4359

k yl
170.1032,274.4681,-61.2929
170.2110,274.5858,-61.3885
170.3190,274.7036,-61.4839
170.3190,274.7036,-61.4839
170.6243,274.7581,-61.3374
170.6782,274.6025,-61.3703

gn k
147.7231,269.4131,-63.3958
147.8186,269.4994,-63.4994
147.6465,269.9172,-63.3853
147.9346,270.2376,-63.4448
147.9618,270.1950,-63.4445

bu k
142.1798,283.2605,-63.8329
142.2195,283.4402,-63.8302
142.3282,283.3857,-63.8302
142.1048,283.2052,-63.9569
142.5903,282.8745,-63.9836
142.4604,283.4986,-63.6791
142.5459,282.3914,-63.8669

gn bu
150.1016,295.0502,-63.8933
150.1191,294.9319,-64.0371
149.9558,294.8837,-64.0776

bu wh
145.7877,270.8976,-68.1995
145.7877,270.8976,-68.1995
145.5613,270.7520,-68.1896
145.2324,270.8825,-68.2291
145.4408,270.9988,-68.2755
145.4904,270.8507,-68.3840

vi rd
